run_id,metamodule,annotation,folder,run_index,program_index,program_name,description,supporting_genes,supporting_gene_count,significance_score,predicted_impacts
12_NPC-neuronal-like_3_run1,12,NPC-neuronal-like 3,12_NPC-neuronal-like_3,1,3,Calcium Signaling and Ion Homeostasis,"Encompasses genes for calcium channels (CACNA2D3), phospholipase C signaling (PLCB1), potassium channels (KCNQ3, KCNK2, KCNH8), ion cotransporters (SLC4A10), and associated effectors (PRKCA, ADCY8). Core program for proliferation, migration, and apoptosis resistance in glioblastoma.","[""CACNA2D3"", ""PLCB1"", ""KCNQ3"", ""KCNK2"", ""KCNH8"", ""SLC4A10"", ""PRKCA"", ""ADCY8""]",8,0.85,"[""Proliferation, survival, and resistance to apoptosis"", ""Modulation of migration/invasion via ionic signaling""]"
12_NPC-neuronal-like_3_run1,12,NPC-neuronal-like 3,12_NPC-neuronal-like_3,1,4,Transcriptional and Epigenetic Reprogramming,"Transcription factors (MEIS2, ARX, DLX6, EBF3, MYT1L, PBX3, THRB, CUX2, TP73), chromatin remodelers, and splicing regulators (SRRM4, RBFOX3) contribute to cell fate plasticity, maintenance of stemness, and tumor cell adaptation.","[""MEIS2"", ""ARX"", ""DLX6"", ""EBF3"", ""MYT1L"", ""PBX3"", ""THRB"", ""CUX2"", ""TP73"", ""SRRM4"", ""RBFOX3""]",11,0.8,"[""Maintenance of stem cell\u2013like state in subpopulations"", ""Plasticity and resistance to differentiation therapies""]"
12_NPC-neuronal-like_3_run2,12,NPC-neuronal-like 3,12_NPC-neuronal-like_3,2,0,Glutamatergic Signaling & Excitotoxicity,"Includes NMDA receptor signaling (GRIN3A), glutamate transport (SLC17A6), synaptic vesicle cycling (SYT1, SV2B, SYNPR), glutamate release and reuptake, contributing to neural excitability and tumor-associated seizures in glioblastoma.","[""GRIN3A"", ""SLC17A6"", ""SYT1"", ""SV2B"", ""SYNPR""]",5,1.0,"[""Enhanced synaptogenic and excitatory signaling capacity"", ""Increased susceptibility to tumor-associated hyperexcitability and seizures"", ""Augmented resistance to radiotherapy via NMDA-dependent pathways""]"
12_NPC-neuronal-like_3_run2,12,NPC-neuronal-like 3,12_NPC-neuronal-like_3,2,1,GABAergic and Neuronal Differentiation,"Markers and regulators of interneuron fate and synaptic inhibition, including GABA-A receptor subunits (GABRA1, GABRB2), classic interneuron fate determinants (DLX6, ARX, LAMP5), and interneuron differentiation regulators (SRRM4, RBFOX3).","[""GABRA1"", ""GABRB2"", ""DLX6"", ""ARX"", ""SRRM4"", ""RBFOX3"", ""LAMP5""]",7,0.9,"[""Impaired inhibitory synaptic control in glioblastoma microenvironment"", ""Potential for tumor-associated epileptiform activity"", ""Presence of neuron-like gene signatures indicating partial differentiation""]"
12_NPC-neuronal-like_3_run2,12,NPC-neuronal-like 3,12_NPC-neuronal-like_3,2,2,Neural Cell Adhesion & Migration,"Cadherins, contactins, and ephrin/ROBO/SLIT pathway molecules (CDH4, CDH12, CDH18, CNTN2, CNTNAP5, EPHA3, EPHA5, EPHA7, ROBO3, SLIT1, FLRT2, NXPH1, CRIM1) regulate cell adhesion, migration, and axon guidance—a core mechanism underlying glioblastoma invasiveness.","[""CDH4"", ""CDH12"", ""CDH18"", ""CNTN2"", ""CNTNAP5"", ""EPHA3"", ""EPHA5"", ""EPHA7"", ""ROBO3"", ""SLIT1"", ""FLRT2"", ""NXPH1"", ""CRIM1""]",13,0.95,"[""Augmented glioblastoma migration, infiltration, and invasion"", ""Potential hijacking of axon guidance cues for tumor dispersal""]"
12_NPC-neuronal-like_3_run2,12,NPC-neuronal-like 3,12_NPC-neuronal-like_3,2,3,Calcium Signaling and Ion Homeostasis,"Encompasses genes for calcium channels (CACNA2D3), phospholipase C signaling (PLCB1), potassium channels (KCNQ3, KCNK2, KCNH8), ion cotransporters (SLC4A10), and associated effectors (PRKCA, ADCY8). Core program for proliferation, migration, and apoptosis resistance in glioblastoma.","[""CACNA2D3"", ""PLCB1"", ""KCNQ3"", ""KCNK2"", ""KCNH8"", ""SLC4A10"", ""PRKCA"", ""ADCY8""]",8,0.85,"[""Proliferation, survival, and resistance to apoptosis"", ""Modulation of migration/invasion via ionic signaling""]"
12_NPC-neuronal-like_3_run2,12,NPC-neuronal-like 3,12_NPC-neuronal-like_3,2,4,Transcriptional and Epigenetic Reprogramming,"Transcription factors (MEIS2, ARX, DLX6, EBF3, MYT1L, PBX3, THRB, CUX2, TP73), chromatin remodelers, and splicing regulators (SRRM4, RBFOX3) contribute to cell fate plasticity, maintenance of stemness, and tumor cell adaptation.","[""MEIS2"", ""ARX"", ""DLX6"", ""EBF3"", ""MYT1L"", ""PBX3"", ""THRB"", ""CUX2"", ""TP73"", ""SRRM4"", ""RBFOX3""]",11,0.8,"[""Maintenance of stem cell\u2013like state in subpopulations"", ""Plasticity and resistance to differentiation therapies""]"
13_OPC-like_2_run1,13,OPC-like 2,13_OPC-like_2,1,0,Oligodendrocyte myelin transcriptional control,"Core transcriptional control network directing oligodendrocyte differentiation and myelin gene expression, driven by master regulators SOX10, MYRF, and MYT1L that cooperatively activate myelination program genes","[""SOX10"", ""MYRF"", ""MYT1L"", ""MBP"", ""PLP1"", ""MAG"", ""MOG"", ""CLDN11"", ""NFASC"", ""FA2H"", ""UGT8"", ""EBF2"", ""KCNS3"", ""GLRA3""]",14,0.92,"[""Enhanced myelin formation capacity despite tumor context"", ""Increased oligodendrocyte-specific gene expression signature"", ""Dysregulated coupling of neural activity to myelination programs"", ""Aberrant cell-autonomous myelination trajectory in tumor cells"", ""Preserved ability to respond to oligodendroglial differentiation signals""]"
13_OPC-like_2_run1,13,OPC-like 2,13_OPC-like_2,1,1,Myelin lipid synthesis and homeostasis,"Coordinated lipid metabolic pathway for synthesis and maintenance of specialized myelin lipids including galactocerebroside, sulfatide, and 2-hydroxylated sphingolipids essential for myelin structure and function","[""FA2H"", ""UGT8"", ""CHST15"", ""UST"", ""ABCA2""]",5,0.78,"[""Modified lipid composition affecting myelin integrity in tumor microenvironment"", ""Altered membrane properties affecting drug permeability and resistance"", ""Dysregulated cholesterol homeostasis potentially supporting tumor metabolic demands"", ""Aberrant lipid signaling through modified sphingolipids""]"
13_OPC-like_2_run1,13,OPC-like 2,13_OPC-like_2,1,2,ECM proteolysis and glioma invasion,"Coordinated extracellular matrix remodeling through metalloprotease activity, adhesion molecule regulation, and proteoglycan modification that facilitates glioma cell migration and invasion through brain parenchyma","[""ADAM33"", ""ADAMTSL1"", ""ADAMTS14"", ""MMP17"", ""COL18A1"", ""COL20A1"", ""COL12A1"", ""ACAN"", ""GPC3"", ""ITGB5"", ""FERMT1"", ""LIMS2"", ""TNS2"", ""TNS3"", ""CADM1""]",15,0.85,"[""Enhanced ECM degradation promoting glioma cell migration through white matter"", ""Increased invasive capacity through peritumoral brain regions"", ""Altered tumor border architecture through selective ECM remodeling"", ""Aberrant cell-ECM signaling promoting mesenchymal features"", ""Impaired normal ECM-mediated plasticity barriers""]"
13_OPC-like_2_run2,13,OPC-like 2,13_OPC-like_2,2,0,Oligodendrocyte Lineage Programming,"Coordinated expression of factors driving oligodendrocyte differentiation and myelin formation, hijacked by glioblastoma cells to promote stemness and infiltration. This program involves master transcription factors (SOX10, MYRF, EBF2) that orchestrate the expression of myelin structural proteins (MBP, MOG, PLP1, UGT8), lipid biosynthesis enzymes, and adhesion molecules characteristic of oligodendrocyte lineage cells.","[""SOX10"", ""MYRF"", ""EBF2"", ""MBP"", ""MOG"", ""PLP1"", ""UGT8"", ""FA2H"", ""CLDN11"", ""NFASC"", ""PRDM16"", ""BCAS1""]",12,0.92,"[""Enhanced stemness and self-renewal through hijacking of normal OPC developmental programs"", ""Increased infiltration capacity through expression of oligodendrocyte-like migratory behavior"", ""Immune evasion via expression of OPC-associated immune-suppressive markers"", ""Enhanced invasion at tumor margins where OPC-like features promote white matter infiltration""]"
13_OPC-like_2_run2,13,OPC-like 2,13_OPC-like_2,2,1,Extracellular Matrix Remodeling and Invasion,"Coordinated expression of matrix metalloproteases, their inhibitors, collagen synthesis, and proteoglycan biosynthesis driving ECM degradation and tumor cell migration. This program enables breach of white matter boundaries and tumor infiltration through mechanistic regulation of matrix stiffness and integrin-mediated adhesion.","[""MMP17"", ""ADAMTS14"", ""ADAM33"", ""COL18A1"", ""COL20A1"", ""COL12A1"", ""ACAN"", ""GPC3"", ""ITGB5"", ""FERMT1"", ""TNS3"", ""TNS2"", ""PRSS12"", ""TLL1"", ""CHST15""]",15,0.88,"[""Enhanced invasive capacity through ECM proteolysis and remodeling"", ""Increased migration velocity and directional movement via altered matrix stiffness"", ""Enhanced cell-ECM interactions promoting tumor cell survival in invaded tissue"", ""Facilitated angiogenesis through matrix-derived proangiogenic signals""]"
13_OPC-like_2_run2,13,OPC-like 2,13_OPC-like_2,2,2,Neuron-to-Tumor Synaptic Integration,"Expression of synaptic proteins, calcium-permeable ion channels, and neurotransmitter machinery enabling glioblastoma cells to receive excitatory input from neurons and engage synaptic signaling for proliferation and invasion. This program converts tumor cells into post-synaptic partners that co-opt neuronal circuits for survival.","[""SYT6"", ""SYT7"", ""SHANK2"", ""NFASC"", ""CADM1"", ""SLC1A1"", ""ITPR2"", ""P2RX7"", ""P2RX4"", ""KCNS3"", ""ANO3"", ""GLRA3"", ""GPR17"", ""NOS1"", ""SEMA4D""]",15,0.87,"[""Enhanced survival and proliferation through neuron-derived glutamate signaling"", ""Calcium-dependent activation of pro-growth signaling cascades (PI3K/Akt, MAPK/ERK)"", ""Increased migration capacity through AMPA-integrin coupling"", ""Improved therapy resistance via neuronal neuroprotective signals"", ""Enhanced infiltration along neuronal projections and white matter tracts""]"
13_OPC-like_2_run2,13,OPC-like 2,13_OPC-like_2,2,3,Axon Guidance and Migratory Reprogramming,"Expression of semaphorins, axon guidance molecules, and associated receptors that repurpose developmental axon guidance signaling to direct glioblastoma cell migration. This program enables tumor cells to follow white matter tracts and perivascular spaces via neuropilin and plexin signaling.","[""SEMA4D"", ""SEMA3D"", ""SEMA3E"", ""DOCK6""]",4,0.72,"[""Directed migration along white matter tracts containing axons"", ""Enhanced infiltration capacity through repurposing of developmental guidance signals"", ""Facilitated perivascular migration through semaphorin signaling"", ""Reduced proliferation in favor of migration phenotype""]"
13_OPC-like_2_run2,13,OPC-like 2,13_OPC-like_2,2,4,Neural Stem Cell Maintenance and Pluripotency,"Expression of transcription factors and signaling molecules that maintain glioblastoma stem cell identity and self-renewal through hijacking of neural progenitor cell developmental programs, including Notch, Wnt, and growth factor signaling.","[""DLL3"", ""PRDM16"", ""PRDM8"", ""EBF2"", ""ERBB3"", ""AATK"", ""ARPP21"", ""MYT1L""]",8,0.8,"[""Enhanced self-renewal and maintenance of glioblastoma stem cells"", ""Resistance to differentiation signals and therapy-induced differentiation"", ""Sustained expression of proliferation and anti-apoptotic pathways"", ""Increased tumor initiation and recurrence capacity""]"
13_OPC-like_2_run2,13,OPC-like 2,13_OPC-like_2,2,5,Cell Cycle Proliferation and Checkpoint Dysregulation,"Coordinated dysregulation of cell cycle checkpoint machinery and cyclin-dependent kinase signaling enabling uncontrolled proliferation, reduced apoptosis, and therapy resistance. This program includes genes regulating G1/S and G2/M transitions, mitotic progression, and apoptotic inhibition.","[""CDK18"", ""TRIM67"", ""CABLES1"", ""TUBB4A"", ""DNAH10"", ""SERPINB9"", ""TFEB"", ""ZNF536""]",8,0.78,"[""Increased proliferation rate and reduced doubling time"", ""Evasion of G1/S and G2/M checkpoints allowing damaged DNA progression"", ""Resistance to apoptosis-inducing stimuli including radiation and chemotherapy"", ""Therapy resistance through continued proliferation despite treatment""]"
13_OPC-like_2_run2,13,OPC-like 2,13_OPC-like_2,2,6,Lipid Metabolism and Membrane Remodeling,"Coordinated expression of lipid biosynthesis, remodeling, and transport machinery enabling enhanced membrane synthesis for tumor growth, vesicular trafficking for invasion, and lipid-dependent signaling. This program supports the massive membrane expansion required for glioblastoma proliferation and the formation of tumor microtubes.","[""UGT8"", ""FA2H"", ""CHST15"", ""PLD1"", ""PLAAT1"", ""ATP8A2"", ""SPNS2"", ""TMEM235"", ""SYT6"", ""SYT7"", ""ABCA2"", ""SLC8A3""]",12,0.73,"[""Increased membrane synthesis supporting rapid tumor growth"", ""Enhanced vesicular trafficking enabling distant cell-cell communication"", ""Promotion of tumor microarchitecture via exosome/microvesicle secretion"", ""Activation of lipid-dependent signaling (PLD/PKC, PI3K, DAG-dependent kinases)""]"
13_OPC-like_2_run2,13,OPC-like 2,13_OPC-like_2,2,7,Hypoxia Response and Angiogenic Signaling,"Expression of HIF-1alpha target genes and hypoxia-adaptive factors enabling glioblastoma survival under oxygen deprivation, promotion of neovascularization, and metabolic reprogramming. This program is activated in hypoxic tumor core and contributes to therapy resistance and immunosuppression.","[""TF"", ""CA10"", ""DIO2"", ""PTGDS"", ""FGF12"", ""BMP2"", ""BMPER""]",7,0.75,"[""Survival and proliferation under hypoxic stress in tumor core"", ""Enhanced angiogenesis and vascularization"", ""Shift to glycolytic metabolism supporting rapid ATP generation"", ""Increased immunosuppression through HIF-dependent immune modulation"", ""Therapy resistance through upregulation of drug efflux and DNA repair""]"
13_OPC-like_2_run2,13,OPC-like 2,13_OPC-like_2,2,8,Autophagy and Lysosomal Degradation,"Coordinated expression of autophagy machinery and lysosomal degradation genes enabling glioblastoma cells to survive metabolic stress, nutrient deprivation, and chemotherapy through enhanced cellular self-digestion and recycling.","[""TFEB"", ""ATP6V0A4"", ""CABLES1"", ""TMEM235""]",4,0.77,"[""Enhanced survival during glucose/nutrient starvation"", ""Chemotherapy resistance through selective degradation of drug-induced damage"", ""Maintenance of cellular homeostasis under hypoxic stress"", ""Possible shift from autophagic survival to autophagic cell death depending on context""]"
13_OPC-like_2_run2,13,OPC-like 2,13_OPC-like_2,2,9,Amino Acid Metabolism and Nutrient Transport,"Expression of amino acid transporters and metabolic enzymes enabling glioblastoma cells to sustain glutaminolysis, maintain nucleotide synthesis, and adapt to the nutrient-scarce tumor microenvironment through reprogrammed amino acid metabolism.","[""SLC7A14"", ""SLC1A1"", ""SLC8A3"", ""AMPD3"", ""CPM"", ""CNDP1""]",6,0.74,"[""Enhanced glutamine uptake and catabolism supporting TCA cycle and biosynthesis"", ""Metabolic flexibility enabling adaptation to nutrient scarcity"", ""Increased amino acid-derived ATP production"", ""Reprogrammed amino acid metabolism contributing to immunosuppressive microenvironment""]"
13_OPC-like_2_run2,13,OPC-like 2,13_OPC-like_2,2,10,DNA Damage Response and Genomic Stability,"Expression of DNA damage sensing, checkpoint control, and repair machinery enabling glioblastoma cells to tolerate the genomic alterations underlying their malignancy and resist therapy-induced DNA damage.","[""CABLES1"", ""ZNF536"", ""SIRT2""]",3,0.65,"[""Enhanced tolerance for genomic mutations underlying malignancy"", ""Radiotherapy resistance through rapid DNA repair"", ""Chemotherapy resistance through checkpoint activation and drug efflux"", ""Tumor evolution and acquisition of additional oncogenic mutations""]"
